hash,semester,instructors,is_author,author,date,title,comment_content,comment_teaching,comment_grading,comment_workload,rating_content,rating_teaching,rating_grading,rating_workload,has_midterm,has_final,has_quiz,has_assignment,has_essay,has_project,has_attendance,has_reading,has_presentation,upvote_count,vote_count,voted,is_upvote,comment_count,attachments
TYvJcxQsrGVYd2UHuvj641m9VDh2shjT,2018-19 Fall,"[{'id': 113, 'name': 'CHEN, Kai', 'rating': 1}]",False,csisgood,"Jan 30, 2019",Higher than 0.5SD got C range. Thank you my dear Prof,"Four points to conclude this course : (TLDR)<br />1. Rubbish Contents <br />2. Fucking Poor Grading (Higher than mean 0.5SD is C+ ? ??????)<br />3. Teaching = Reading<br />4. I don&#039;t know what is the meaning of those tutorial and project ????<br />--------------------------------------------------------------------<br />!!!!! Better to study this course during exchange !!!!!!!<br />1. Kernel<br />2. OS<br />3. Thread<br />4. Process<br />5. Multi-Core<br />6. Dead Lock<br />7. Synchronization<br />8. Virtual Memory<br />9. Pagging and Fragmentation<br />10. File System<br />11, 12 Disk<br />The most useful topic is Synchronization",Teaching = Reading without Explanation !!<br />Attending the lesson = Wasting Time !!<br />Lecture Notes = Rubbish !!,Exam / Midterm = Memorizing All Materials without understanding !!!<br />Grading = Poorest in CSE !!!<br />Any other CSE course can break its records = No !!,"Just copy from course hero !!<br />I don&#039;t know what is the meaning of the assignment and tutorial,",3,1,1,3,True,True,False,True,False,True,False,False,False,23,25,False,False,0,[]
qtMY5kGBMEOZ2BqDRJ9YoJyirgSNLU8R,2021-22 Fall,"[{'id': 112, 'name': 'LI, Bo', 'rating': 1}]",False,高海千歌,"Dec 31, 2021","Never trust people who give a &quot;A&quot; on GRADING or say it is good grade, those are illusions","Chapter 1: Introduction and basics of OS<br />Chapter 2: System architecture<br />Chapter 3: Process<br />Chapter 4: Thread<br />Chapter 5: CPU scheduling<br />Chapter 6-7: Synchronization<br />Chapter 8: Deadlock<br />Chapter 9: Memory management<br />Chapter 10: Virtual memory<br />Chapter 11: Secondary storage<br />Chapter 13-14: File systems and implementation<br />Chapter 17: Protection<br /><br />Most are factual things so you just need to comprehend and memorize. There are some programming part but not that much so the content is not that fun.<br /><br />In this semester, prof make a historical decision -- making the exam open-book. Therefore, you don&#039;t need to cram everything into your brain anymore. However, exam will more focus on conceptual things rather than factual or superficial things so you still need to comprehend the content.<br /><br />Make sure you know and master every algorithm (CPU scheduling, Banker&#039;s, etc.) in this course. Since the exam more focuses on concept now technical things such as algorithm will very likely be examined","Prof. Li&#039;s teaching is good, especially when teaching different algorithm. He tried to run the scenario step-by-step and explain how each step is formed so that you are easier to know how the algorithm is working.&nbsp;&nbsp;<br /><br />Also, he explains concepts clearly. Sometimes the lecture notes explains vaguely or even only put some images or figure and explain nothing (like another post suggests, the lecture notes are very likely just copied from textbook= =). Fortunately, Prof. Li will try to explain the scenario and let us know what is going on. He is willing to answer questions as well<br /><br />For TA, I only attend those being held by Peter. Peter teaches well. Concepts are explained clearly. Also, Peter is in charge of the project assignment so you should at least attend his tutorial for knowing what is going on for the project.<br /><br />Fun fact, it looks like Peter is a big fan of Squid Game as his powerpoint shows a lot of Squid Game scene. He even used the tug war scene to explain the concept of deadlock","1. Homework (20%)<br />2. Project assignment (30%)<br />3. Midterm (20%)<br />4. Final exam (30%)<br /><br />Assignment costs 50% so don&#039;t be lazy and think exams can carry you.<br /><br />Never trust people who give A to this part or said it is good grade. It is just an illusion of survivorship bias.<br /><br />People who give A to GRADING and said good grade is just because they get an A range in the course. If you look at their score, mostly are overall score 95% or above and get A+. That is equivalent to &quot;Your mother is female&quot;, which is useless and nonsense<br /><br />The truth is that the grading is ultimately crazy. Once your score falls below 90%, your grade drops very quickly, The interval of a subgrade is only like 1% to 2% (Reference from Goop, 89% B+, 87% B, 85% B-, 83% C+). Moreover, mean score is C+, a clear evidence of broken grading<br /><br />When you feel satisfied for making an overall score 80% and gets above the mean score, sorry you still get a C+ only. Grading is a complete disaster. The return is likely not proportional to effort so don&#039;t put that much effort on this course<br /><br />I got overall 85% and only got B-. I thought I finally make a good shot in COMP course but eventually the shxt grading just make me losing hope on any COMP courses.","Workload is medium<br /><br />1. Homework<br />4 homework, not very hard. Usually there are both computation / algorithm question and essay question. The latter one is troublesome because you don&#039;t know what they want. However, essay questions appears less frequently in exams.<br /><br />Moreover, many questions are just copied from internet and you can copy them as well for securing your marks (After reading GRADING part you should know these marks are important for your grade)<br /><br />2. Project assignment <br />aka, programming assignment. You will use C (not C++) so try to get familiar with the syntax. All test cases will be given beforehand so you can debug more easily as there won&#039;t be crazy hidden cases to screw you up like COMP2011 and COMP2012<br /><br />There are two PA. Usually the first one will be something related to API and system call, which is very different from PA in COMP2011 or COMP2012 so it will be harder. <br /><br />But the second one, for this semester it is Banker&#039;s algorithm. Once you know how the algorithm works and the coding part is just same level as COMP2011 (some array manipulation)...&nbsp;&nbsp;<br /><br />3. Midterm &amp; Final exam<br />Since it is open-book, print every lecture notes out. Also, there are chapter summary (which I suspected that it is copied from textbook) available but they are not that useful, because the WHOLE PAGE ARE WORDS. You won&#039;t want to reference it during exam. Try to make more concise summary by yourself. Although this will cost you some time, when you finish making your own &quot;cheat sheet&quot;, you should have finished going through all lecture notes. It will be more efficient than just simply reading.<br /><br />Key thing for exam is : CAREFULNESS. After reading GRADING part you should know -- Careless mistakes can kill you very easily.",4,4,1,3,True,True,False,True,False,False,True,False,False,14,15,False,False,0,[]
4Pdol3MjBccbM0YqsaPvbEPEYORUove0,2021-22 Fall,"[{'id': 112, 'name': 'LI, Bo', 'rating': 1}]",False,The_Unknown,"Dec 29, 2021",Exam is no longer a memorization game but garbage gradings remain,"After revamp, the content became more practical than previous terms where memorization = good marks.<br />Now (or at least for this semester), the exams were open book and most questions were concept related questions.<br /><br />From introduction slide, the course outline:<br /><br />Overview (3 lectures)<br />Basic OS concept (2 lectures)<br />System architecture (1 lectures)<br />Process and Thread (13 lectures)<br />Process and thread (4 lectures)<br />CPU scheduling (4 lectures)<br />Synchronization (2 lectures)<br />Deadlock (2 lectures)<br />Memory and storage (8 lectures)<br />Memory management (2 lectures)<br />Virtual memory (3 lectures)<br />Secondary storage (1 lectures)<br />File systems and implementation (2 lectures)<br />Security and protection (2 lectures)<br />Security (1 lecture)<br />Protection (1 lecture)","Nothing much to say. Didn&#039;t really understand much in the lectures. Needed to revise before and after lecture.<br /><br />To be fair, the instructor was helpful when we asked the questions. But it was hard following the lecture at times. So, the questions were kinda limited.","Pretty bad gradings. The mean is probably C+ or something. <br /><br />Mid Term: Mean - 73 / My Score 85 (Total 20%)<br />HWs: Mean - 88ish / My Score 93ish (Total 20%)<br />Project: Mean- mid 90ish?? / My Score 100 (Total 30%)<br />Finals: Mean 69 / My Score 72 (Total 30%)<br /><br />Final Grade - B :(<br /><br />The grades are a disaster. I mean, if you just take the mean of everything you have 81.4%. So, the average score ought to be between 79-83%. My score is 87.2 but grade is B. That usually happens when mean is c+. Not a good grading for a compulsory course.<br /><br />My advise for exams is to take care of semantics/ calculation errors coz it is pretty easy to have them. For instance, I lost 6 marks because I forgot to add distance from head to first pending in disk scheduling seek time (I knew we needed to add head distance but I was in hurry and table starts from next pending job so I missed it. It was a very very regretful mistake) and 3 more marks because of calculation mistake. <br />Now, I will spend the holidays thinking that if I had double-checked, maybe I would have gotten b+ or more. :( Don&#039;t be like me.<br /><br />Better take the course in spring. From other reviews, I can see that the grading is much lenient. Moreover, if past papers are any indication, it is easier too.",There isn&#039;t much workload tbh. Pretty light. Although you may need to spend a lot of time understanding stuff.,4,4,1,5,True,True,False,True,False,False,False,False,False,12,14,False,False,0,[]
j2DhMCOycCMs9bkpiQOOfNp1bfgWedy9,2018-19 Fall,"[{'id': 112, 'name': 'LI, Bo', 'rating': 0}]",False,smallpotato tom,"Dec 28, 2018",A Course of Memorization,會「教」好多OS嘅Concept例如Multi-threading、Synchronization同Disk scheduling等等，但好多都流於理論同定義層面，好少落手落腳做啲實際嘢，就算係Project都只係Copy &amp; Paste一啲Code。<br /><br />因為又多理論又深，要有心理準備背超多嘢。,唔可以話佢教得差，但算唔上好。尤其啲英文口音都幾難聽下。上堂都係講Powerpoint，但因為份Powerpoint啲嘢太亂，唔上堂係唔會明Powerpoint講乜。,"如果話呢科係最爛Grade嘅CS Course應該冇人反對。<br /><br />- 4 homework (written assignments) – 20% (5% each)<br />- 2 projects (programming assignments) – 25%<br />- Project #1 (10%), Project #2 (15%)<br />- Midterm Exam - 20%<br />- Final Exam - 35%<br /><br />我總分8成半左右，應該踩Mean，得C<br />有朋友9成半總分得B+<br />有朋友98%總分都只係得A",4份功課，仲要大多數都係抄下定義、例子，都幾煩。<br />2份PA要用Linux lab做，啲Code又係真係左抄右抄。<br />最麻煩係2份Exam，背中Past paper就可以高分，背唔中就撞彩罷啦。,3,4,1,2,True,True,False,True,False,False,False,False,False,10,11,False,False,0,[]
GKdLvsmZbug6eRtfRnOEIsIYTbtMC3Wt,2023-24 Spring,"[{'id': 112, 'name': 'LI, Bo', 'rating': 0}, {'id': 1843, 'name': 'LI, Mo', 'rating': 1}]",False,mark_,"May 30, 2024",Much better grading than before but still competitive,"IMHO the content is quite dry, but it is essential for programmers to know.<br /><br />Operating systems structures<br />Processes<br />Threads, concurrency<br />CPU scheduling<br />Synchronization<br />Deadlocks<br />Memory, virtual memory<br />File system<br />Protection<br /><br />... and examples of these in Linux, Windows and occasionally Android, Solaris, Darwin (macOS).","Not really a fan of Li Bo&#039;s teaching. He rambles quite a bit and I found it hard to pay attention. I found it more than sufficient to read the slides and the textbook, of which takes about 25% the time of watching the actual lecture.<br /><br />However, sometimes Li Mo (the other instructor for 3511) covered for Li Bo. He was much more interesting and said things which made us question and correct our understanding, which is what a great teacher should do.","The curve last semester was completely broken as they allowed computers to be used in the exam, but now it is back to normal.<br /><br />20% Homework x4<br />30% PA x3<br />20% Midterm (2 hours, open book)<br />30% Final (2.5 hours, open book)<br /><br />Li Bo said he tries to maximize the A-range and B-range nowadays. He usually pushes the A-range to around 27% and B-range to 42% (if I recall correctly).<br /><br />However, this does not mean it is easy to get an A. In fact, careless mistakes can bring down your grade in a heartbeat.<br /><br />--<br />STATISTICS<br /><br />HW1 91.98 SD 8.11<br />HW2 87.29 SD 12.78<br />HW3 88.45 SD 13.57<br />HW4 84.36 SD 16.08<br /><br />PA1 86.81 SD 23.06<br />PA2 96.89 SD 8.84<br />PA3 97.03 SD 9.87<br /><br />Midterm:<br />69.64 SD 14.58, median 70<br /><br />Final:<br />71.56 SD 14.99, median 71.5<br /><br />The actual questions in the midterm and final are not too hard as you can see from the mean and median, but they are extremely tight on time. You therefore need to be extremely careful to not make careless mistakes.<br /><br />The exams have a multiple choice section where you can get all the answers by finding the correct slide in the lecture notes. There is at least one tricky question in the midterm and final though.<br /><br />The PAs are not hard either, but you need to be extremely careful. <br /><br />Anyway, some statistics:<br />88.3% =&gt; A-<br />84.2% =&gt; B<br /><br />Getting mean in the midterm and +1SD in the final is enough for an A-.<br />--<br /><br />As a cautionary tale: I had one line of undefined behavior in my PA1. Just by chance, it did not cause any problems during my testing, but it did during grading. Only then did it decide to start acting up in my own testing. So one line of dodgy code (which could have been fixed with four characters) led to me getting 47/100 on that PA, which is 5% of the total course-grade, which brought me from at least an A- to a B 🙃<br /><br />I take full responsibility for my mistake, but this just shows how harsh the curve is and how much one mistake can screw you over.","Very low workload. Just do the homeworks and PAs.<br /><br />The homeworks take quite a bit of time if you don&#039;t keep up with the lectures, but otherwise they&#039;re not too bad. They can also serve as a tool for you to catch up with the lectures if you skip them.<br /><br />For the exam, you don&#039;t need to memorize too much, but make sure to dry-run the scheduling algorithms a few times so you can do them quickly and accurately. Also, try to actually internalize the concepts so you can do the MCQ and non-computation questions more efficiently. Remember, time is very limited in the exam.",4,3,4,5,True,True,False,True,False,False,False,False,False,8,8,False,False,0,[]
Kro243VvbltF8dGbVguqdxrI1pcPUOEa,2020-21 Spring,"[{'id': 113, 'name': 'CHEN, Kai', 'rating': 0}]",False,Luweegee,"Jun 05, 2021",No idea what I&#039;m learning 😪😪😪,"I don&#039;t know what I have learned 😫. This course is like a huge collection of &quot;fun&quot; facts about OS but I don&#039;t know why I need to learn them.<br /><br />Around 75% of the content are boring theories, jargon, and small &quot;fun&quot; facts about operating systems. Most of the concepts you learn won&#039;t appear in the following chapters. The remaining 25% are programming in C and calling APIs from the POSIX (UNIX) library. The programming part is kind of interesting though.&nbsp;&nbsp;<br /><br />[The course syllabus is the same as previous semesters. Not gonna repeat here]<br /><br />Every slide is stuffed with many words and jargon that you need to remember. The slides are also poorly organized as they didn&#039;t put any dividers to indicate a change in topic within the chapter.<br /><br />This course is a large shit that every CS student needs to swallow. Just hold your breath and swallow quick, and you should be fine 😉","TLDR: The professor is really boring and he reads the slides content out loud. However, TA Peter is a very responsible and caring TA who makes this content less boring.<br /><br />📃 Professor<br />I&#039;m rating him an &quot;E&quot; grade because he is like a human text-to-speech machine. He reads off words from the lecture slides line by line in monotone without much explanation. I highly recommend you to attend LI Bo&#039;s class since he is much better in explaining concepts.<br /><br />📃 TA<br />Other TAs are also human text-to-speech machines, except for TA Peter CHUNG. Peter actually gives shit about his job (which is rare in UST) and he is passionate in answering students&#039; questions and sharing some exam skills. He is probably the best TA you&#039;ll ever meet 👍","TLDR: The grading is unexpectedly good.<br /><br />🔹 Homework x 4 - 20% (Each for 5%)<br />🔹 Project (PA x 2) - 30% (Each for 15%)<br />🔹 Mid-term - 20%<br />🔹 Final - 30%<br />(MT and Final are closed book and NOT cumulative)<br /><br />📈Statistics:<br />Homework overall mean: ~89.7 / 100<br />PA1 mean not released<br />PA2 - Mean: 97.8 ; SD: 11.3<br />Mid-Term - Mean: 77 ; SD: 16<br />Final - Mean: 71.5 ; SD: 14<br /><br />I got 97.7/100 in HW, full marks in project, +0.87SD in mid-term and +0.79SD in final. My final grade is A.<br /><br />I think they improved the grading so it&#039;s not likely that you will get C range for being +0.5SD as seen in an old review 😂","TLDR: Average workload, each HW could take you 3~5 hours, PA1 is difficult by PA2 can be completed within half an hour.<br /><br />📃 HW<br />Each homework has around 15 MC questions and some LQ. Some questions can be answered by copying and pasting lecture note content, while some are more conceptual. Each HW should take you 3~5 hours so it&#039;s not too bad.<br /><br /> 📃 Project (PA)<br />PA1 is quite complicated as it involves POSIX APIs like fork(), but you can complete it within 3 hours. PA2 involves implementing a simple algorithm (Banker&#039;s algorithm). It&#039;s even easier than the PAs in COMP2111 and this should take you 30 minutes.<br /><br /> 📃 Studying<br />You need extra time revising the lecture notes since it is basically a clusterfuck of concepts, jargons and &quot;fun&quot; facts. You may want to spend extra time on fork() and semaphores since the exam questions can get hard.",2,2,4,3,True,True,False,True,False,False,False,False,False,9,10,False,False,0,[]
DfDkodCJWOxscCcDK91RaOrMyZp5W2Xw,2018-19 Spring,"[{'id': 112, 'name': 'LI, Bo', 'rating': 1}]",False,Tommy Li,"Jun 10, 2019","An improving course, but still rooms for improvement","Lots of boring theory and conceptual stuff from OS. Not much hands-on experience.<br /><br />Topics include:<br />- Operating System Structures<br />- Process/thread Scheduling and Synchronization<br />- Deadlocks<br />- Virtual-Memory Management<br />- Mass-Storage Systems<br />- File-System Interface &amp; Implementation<br /><br />They put a lot of details in the slides, which I don&#039;t really like. This course somehow becomes remembering the little details but not understanding the main concept.","He sometimes teaches OK. He sometimes teaches very badly. It quite depends on the topic.<br /><br />I think he did explain the concepts of some code clearly. For example, when he talks about monitor or deadlock, he go through them slowly and walk you through the code. For other times, he just use the whiteboard pen knocking the screen and drawing weird circles on the whiteboard. Quite boring and difficult to follow.<br /><br />Lecture video of another lecture class is provided this semester. So you can use that for revision. (Don&#039;t skip too many class tho. You know what happened if you follow the UST secret recently....)","The instructors said they have started revamping this course this semester. The format for the midterm and final have clearly changed. More practical questions were added (some of them you won&#039;t see in past papers) and the Q&amp;A reciting questions become a little bit harder. Both midterm and final have the same mean score of 64.1, which is much lower than previous offerings. <br /><br />My stats:<br />HW1: 98/100 (Mean: 88.9)<br />HW2: 100/100 (Mean: 83.5)<br />HW3: 99/100 (Mean: 86.2)<br />HW4: 100/100 (Mean: 86.8)<br />HW Total: 397/400 =&gt; 19.85/20<br />Project 1: 143/143 (Mean: 125.1) =&gt; 10/10<br />Project 2: 80/100 (Mean: 71.6) =&gt; 12/15<br />Midterm: 85/100 (Mean: 64.1, SD: 16, Max: 95) =&gt; 17/20<br />Final: 86/100 (Mean: 64.1, SD: Not released, Max: 97) =&gt; 30.1/35<br />Overall: 88.95/100 =&gt; A<br /><br />+1.3 sd in midterm and similar results in final. I believe getting an A is quite fair. The grading scheme is much better than previous offerings, and you don&#039;t need 96% overall to get an A. The course has definitely improved. Maybe there was too much negative feedback last semester.","You have to spend some time after the lecture to understand the content. Usually you still don&#039;t know what the fun that thing is after the lecture. Asking the TAs or reading the textbook maybe a good idea.<br /><br />For the HW, go google the questions. Do Ctrl-F in the course textbook. You may still get the answers wrong even you understand the concepts. Try to change/extract some keywords when googling. They have modified the wordings of some questions a little bit to prevent you google.<br /><br />The coding part of the projects are easy. However, for the report part, you don&#039;t know how detail you should write. I got low marks in Project 2 report because of that. So, go seek for some sources and ask the TAs for some opinion.",3,3,4,3,True,True,False,True,False,True,False,False,False,8,8,False,False,0,[]
nAm15BPPYaVsDiWfKJsCGNMlHsL3LL3y,2019-20 Fall,"[{'id': 112, 'name': 'LI, Bo', 'rating': 1}]",False,B.C.,"Jan 04, 2020",Great course after revamp,"Syllabus:<br />Process and Thread<br />Memory and Management<br />Security and Protection (new topic this semester, spanned just 2 lectures though)<br /><br />C and UNIX platform programming were chosen as the tools for the projects this semester, which in my opinion is much better than using those educational OSes like in previous offerings.<br />Project 1: pipes for processes (in command line)<br />Project 2: malloc/free simplified<br />I think these are more useful as a starter to OS programming and design.<br /><br />Despite a compulsory course that might appear boring at first sight, 3511 is pretty important in letting us understand how computer systems work and demystifying what we took for granted for high-level programming. Clearing up these concepts are essential in learning about OS design, systems programming, security, networking - and the performance issues in system design. So I think it&#039;s a good experience overall.<br /><br />The reference book Three Easy Pieces seems to be a nice resource to learn more if you had the time.","Prof Li is a great presenter, and was patient to explain concepts from motivation to details.<br /><br />The course teaching staff were responsible, even in the face of the change of lecture format in this semester in the last month. Lecture videos are sufficient but I do recommend going to Prof Li&#039;s lectures.","Midterm 20%<br />Final 30%<br />Homeworks x3 20%<br />Projects x2 30%<br /><br />For me:<br />Midterm: 70.5% (around mean)<br />Final: 91.5% (around mean)<br />Homework 1: 92%, 2: 95%, 3: 83% (below mean)<br />Project 1: 100%, 2: 100%<br />Ended up with B+<br /><br />Careless mistakes in longer questions in homeworks and exams can cost you a sub-grade (things like CPU scheduling and synchronization problems), so be careful when you write the answers.","Projects were each given a month to complete, and homeworks each around 3 weeks, so time is sufficient.<br />The work is not that difficult but requires understanding, so it&#039;s pretty manageable. As Prof Li said, the homeworks are just for helping us to revise.",5,5,4,5,True,True,False,True,False,True,False,False,False,9,11,False,False,2,[]
LYrgE3lygoW7HSEZXV4MpilAC75S2Gr1,2023-24 Fall,"[{'id': 112, 'name': 'LI, Bo', 'rating': 1}]",False,151044,"Dec 27, 2023",A Theory- and Memorization-Centric Course,"Content is surprisingly boring for an operating systems course. Covers basic OS concepts and simple implementation notes for most of them, but does not go too deep. This makes the course quite memorization-heavy, which I dislike.<br /><br />Content list:<br />Operating System Structure (Syscalls, OS Interfaces, and Design Principles)<br />Processes (Creating Processes, fork(), and Inter-Process Communication)<br />Threads (Threading model, signalling, fork() and exec() in a thread)<br />CPU Scheduling (Scheduling Algorithms: Real-Time, Multi-level, and Simple Schedulers)<br />Synchronization (Critical Section, Mutual Exclusion, Locks, Semaphors, Reader-Writers Problem)<br />Deadlocks (Resource Allocation, Banker&#039;s Algorithm)<br />Main Memory (Allocation Strategies, Segmentation, Paging and the Page Table, Translation Look-Aside Buffers (TLBs))<br />Virtual Memory (Page and Frame Replacement Algorithms, Thrashing, Working-Set models)<br />Disks (Hard Disk Principles, Disk Scheduling, RAID)<br />File Systems (Mounting, Sharing, and Accessing Files, Disk Organization of File Systems and their Implementations)<br />Protection (Access Rights)<br /><br />Some of the content is useful (the synchronization parts helped me understand how threading actually works in other programming languages), but most of it feels like &quot;OS trivia&quot; that we&#039;re supposed to know for the exam only. Parts of it are pretty &quot;common sense&quot; if you&#039;re a CS student whose daily driver is some variant of -nix.<br /><br />Note: The midterm this year only covered up to CPU scheduling due to slow lecture progress by the other sections, so this semester&#039;s midterm past papers did not have synchronization. Expect to see synchronization in the midterm in a normal semester.","Dr Li taught quite well. He was able to adequately pace himself, his English is decent, and he often uses the whiteboard to illustrate some relatively harder concepts. His lecture session was almost always ~1 chapter ahead of the others, which meant that we weren&#039;t rushed for time. <br /><br />The assignments and PAs were adequately prepared, and the turnaround time was acceptably fast. Most of the TAs were responsive and were able to answer questions about the assignments.<br /><br />The B is for failing to proofread the final exam properly (there were three typos which affected the final, and we had extra time added because of that).","Grading might be better than previous semesters, but the tight grade boundaries remain - making mistakes in your assignments and PAs (worth 50%) can and will drop your grade rapidly.<br /><br />Grading Scheme:<br />20% Assignments (5% per assignment, 4 throughout the semester)<br />30% PAs (10% per PA, 3 throughout the semester)<br />20% Midterm<br />30% Final<br /><br />The assignments and PAs were not very difficult, nor were there annoying corner cases like in COMP 2012(H)&#039;s PAs. The mean for the sum of both components were 47.07/50, meaning that you cannot make any careless mistakes.<br /><br />Both exams were open electronic notes, meaning that you can bring your laptop in without printing all the teaching materials. They were also non-cumulative, so you can forget about everything before the midterm in the final. Although this helped with doing the paper tremendously, this led to a very high mean (74.39/78.39 before appeals for final/midterm respectively). This caused the subgrade intervals to be much smaller than other courses.<br /><br />Some (anonymous) statistics:<br />94.7 (A+)<br />92.9 (A-)<br />~92 (A-)<br />88.711 (B+)<br />86.4 (B)<br /><br />Overall course mean: 85.467<br /><br />This means that grades are distributed such that there are only ~2 marks difference per subgrade. You can judge for yourself whether the grade distribution has improved or not, since it does seem that mean is at least B- now.<br /><br />Feel free to comment if you have additional information about grade cutoffs, or your own score/grade.","Workload is moderate.<br /><br />The assignments did not take long to do - 3 to 4 hours at most. They are not difficult, and some of the question types may appear in the exam. You are advised to take the assignment solutions into the venue.<br /><br />The PAs gradually decreased in difficulty throughout the semester. The first PA (a simple shell) is the hardest if you haven&#039;t figured out how to chain the dup()/dup2() syscalls properly. The other two (a Multi-level feedback queue and a malloc() implementation) were very easy, and probably even easier than a normal COMP 2011/2012(H) PA.<br /><br />The workload to revise for this course is low given that everything is open. Make sure to do the past papers to get a grasp of what will be asked in the exams, since the question types are quite similar each year.<br /><br />(If you are going to take this course in the coming year, maybe go grab this year&#039;s &quot;past exams&quot; now, since they publish the previous semester&#039;s exam as &quot;past exams&quot;. Grabbing it now gives you an additional set of materials to prepare with.)",3,4,3,4,True,False,False,True,False,True,False,False,False,5,5,False,False,3,[]
g1gcFLe2Wx46uCUIg0VAbPSwecqE8WDA,2022-23 Fall,"[{'id': 132, 'name': 'ZHANG, Qian', 'rating': 0}]",False,B.T.,"Dec 21, 2022",Shit Professor. A highly competitive course. Hardwork pays off (by doing past papers).,"Standard Operating Systems. I guess the syllabus has not changed for 20 years, so looking at any of the other reviews shall be fine.<br /><br />The first half of the course up to deadlock are more organized, and is better illustrated with examples. I will give a B to this half<br /><br />The second half about file management and memory are much more vague and not really well presented by the instructors nor being self-explanatory in the notes. I give a D here.<br /><br />Btw, previous semesters have included security, but it seems this semester has cut it again. Not sure how the department would like to organize the lectures.","Very bad. Probably one of the worst five professors I have met in HKUST. <br /><br />Firstly, the professor speaks with incomprehensible chinese accent. I can not really understand her lectures.<br /><br />Also, this professor is arrogant af. I will describe she being passive aggresive. Those students who do not &quot;get&quot; it may think she is nice explaining and encouraging asking questions. However, whenever someone asks a question, she responds in a way that &quot;you should have learnt this&quot;, &quot;you should have learnt that&quot;, with a mocking smile which is not a smile at all.<br /><br />Thirdly, she always say &quot;we expect students to learn xxx&quot;, &quot;after this lecture, students are expected to have learnt xxx&quot;. Yes, these are the exact wordings from her, which I personally think super weird. Com&#039;on! I know you are some big person in the department of CSE, I know you may have invloved in designing this course or whatever, I am here to learn Operating Systems, not to learn what you expect students to learn.<br /><br />While this prof is worse af, however, OS courses in UST seemingly have no prof good, Li Bo or Wang Wei are just also a &quot;pass&quot; professer imo. Anyway, you can still reg her since attendace is not taken and you can always watch lecture videos from other profs which I beleive most of us did.<br /><br />If you can take it in exchange, please do so.","HW: 4 x 5%<br />Project (i.e. coding): 3 x 10%<br />Midterm: 20%<br />Final: 30%<br /><br />Me: <br />HW1 83% (mean 91.8)<br />HW2 100% (mean 86.98)<br />HW3 93% (mean 93.48)<br />HW4 98% (mean 94.41)<br /><br />Project all 100% (mean 94.0, 94.7, 95.47)<br /><br />Midterm 92% (mean 73.48)<br />Final 79% (mean 70.3)<br /><br />Overall score: 90.8 (overall mean: 81-82)<br />Letter grade: A-<br /><br />As mentioned in other posts, A-range is fine. However, please note that some homeworks, PA1 and final exam are all not easy tasks, yet the averages are quite high. Please expect to pay efforts in working on HWs and PAs, including sending emails back and forth to ask for clarification, as well as to do dozens of past paper if you want to secure an A-range, because all the rest of the top students are doing the same. Fxxking competitive.","4 homeworks, 3 projects, 1 midterm and final.<br />Homeworks are not difficult, but must need careful. Attend all make-up tutorials for hw and ask TA to clarify if needed. Losing few points in hw may lose you a sub-grade.<br /><br />Projects are fine. Actually they are just Programming Assignments using C language. The first project is very tough, as I believe no one knows forks or pipes before taking this course. However, PA2 and 3 are like some labs in comp2011, if you know pointers and structs, then you are super fine.<br /><br />Midterm and Final: midterm easy but final is not. Also, time is not enough for the final exam. Please go through all past papers of the previous 10 years before taking the exam (source can be easily found). You don&#039;t need other revision beyond that.",3,2,3,4,True,True,False,True,False,False,False,False,False,7,9,False,False,0,[]
